id,text,sentiment_label,intent_label,topic_label,annotation_status,confidence_score
TXT-1582,Works as expected. Average experience.,Neutral,Greeting,Technology,annotated,0.95
TXT-1583,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Feedback,Finance,annotated,0.91
TXT-1584,Poor quality. The stitching came apart within a week.,Negative,Greeting,Entertainment,annotated,0.85
TXT-1585,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Complaint,Sports,annotated,0.9
TXT-1586,Fell apart on the first use. Very poor craftsmanship. Very bad.,Negative,Request,Finance,annotated,0.79
TXT-1587,Received the item in perfect condition. Very satisfied. Great!,Positive,Feedback,Sports,annotated,0.87
TXT-1588,Worst purchase ever. Complete waste of money. Very bad.,Negative,Complaint,Entertainment,annotated,0.85
TXT-1589,Customer support was rude and unhelpful. Never buying again. Avoid.,Negative,Inquiry,Health,annotated,0.93
TXT-1590,Very happy with this purchase. Works like a charm. Great!,Positive,Feedback,Sports,annotated,0.93
TXT-1591,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Greeting,Health,annotated,0.91
TXT-1592,Customer service was incredibly helpful and resolved my issue quickly. Great!,Positive,Feedback,Sports,annotated,0.91
TXT-1593,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Request,Health,annotated,0.93
TXT-1594,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Complaint,Finance,annotated,0.85
TXT-1595,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Greeting,Entertainment,annotated,0.95
TXT-1596,Received the item in perfect condition. Very satisfied. Great!,Positive,Complaint,Health,annotated,0.96
TXT-1597,The description is misleading. Product is much smaller than shown.,Negative,Request,Technology,annotated,0.85
TXT-1598,Received the item in perfect condition. Very satisfied. Loved it!,Positive,Feedback,Entertainment,annotated,0.91
TXT-1599,I am impressed with the performance. Worth every rupee. Great!,Positive,Greeting,Finance,annotated,0.88
TXT-1600,Best purchase I have made this year. Truly outstanding.,Positive,Request,Technology,annotated,0.82
TXT-1601,Fell apart on the first use. Very poor craftsmanship. Zero stars.,Negative,Feedback,Entertainment,annotated,0.93
TXT-1602,Customer service was incredibly helpful and resolved my issue quickly. Loved it!,Positive,Request,Entertainment,annotated,0.87
TXT-1603,Great value for money. The product is exactly as described. Great!,Positive,Request,Entertainment,annotated,0.91
TXT-1604,Worst purchase ever. Complete waste of money. Zero stars.,Negative,Complaint,Sports,annotated,0.91
TXT-1605,Worst purchase ever. Complete waste of money. Avoid.,Negative,Feedback,Finance,annotated,0.82
TXT-1606,I regret buying this. Total disappointment. Avoid.,Negative,Inquiry,Entertainment,annotated,0.91
TXT-1607,I regret buying this. Total disappointment. Very bad.,Negative,Complaint,Sports,annotated,0.96
TXT-1608,Top notch quality and super fast shipping. Great!,Positive,Greeting,Health,annotated,0.93
TXT-1609,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Greeting,Entertainment,annotated,0.88
TXT-1610,Very happy with this purchase. Works like a charm. 5 stars.,Positive,Feedback,Sports,annotated,0.79
TXT-1611,Order was processed and shipped on time.,Neutral,Feedback,Health,annotated,0.88
TXT-1612,Standard product. Met the basic requirements.,Neutral,Greeting,Health,annotated,0.95
TXT-1613,Terrible product. Stopped working after just two days. Zero stars.,Negative,Greeting,Sports,annotated,0.91
TXT-1614,The product arrived on the expected delivery date.,Neutral,Inquiry,Sports,annotated,0.91
TXT-1615,Battery life is horrible. Barely lasts two hours.,Negative,Greeting,Technology,annotated,0.82
TXT-1616,Very happy with this purchase. Works like a charm. Great!,Positive,Complaint,Sports,annotated,0.87
TXT-1617,Wonderful experience overall. Will definitely order again. Great!,Positive,Request,Entertainment,annotated,0.79
TXT-1618,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Complaint,Technology,annotated,0.93
TXT-1619,Great value for money. The product is exactly as described. 5 stars.,Positive,Request,Technology,annotated,0.88
TXT-1620,Amazing quality for the price. Highly recommend to everyone. Great!,Positive,Feedback,Finance,annotated,0.96
TXT-1621,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Inquiry,Sports,annotated,0.88
TXT-1622,The product arrived broken and the return process is a nightmare. Very bad.,Negative,Request,Entertainment,annotated,0.96
TXT-1623,Poor quality. The stitching came apart within a week. Very bad.,Negative,Request,Technology,annotated,0.88
TXT-1624,Fell apart on the first use. Very poor craftsmanship. Avoid.,Negative,Greeting,Sports,annotated,0.9
TXT-1625,"It does what it says. Nothing more, nothing less.",Neutral,Inquiry,Entertainment,annotated,0.87
TXT-1626,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Greeting,Finance,annotated,0.85
TXT-1627,Do not buy this. It is a scam. Very bad.,Negative,Feedback,Entertainment,annotated,0.93
TXT-1628,Decent product at a reasonable price.,Neutral,Greeting,Health,annotated,0.88
TXT-1629,Amazing quality for the price. Highly recommend to everyone. Great!,Positive,Greeting,Health,annotated,0.87
TXT-1630,Awful smell and bad material. Returned immediately.,Negative,Request,Technology,annotated,0.91
TXT-1631,Decent product at a reasonable price.,Neutral,Request,Sports,annotated,0.79
TXT-1632,Order was processed and shipped on time.,Neutral,Greeting,Sports,annotated,0.85
TXT-1633,Great value for money. The product is exactly as described. 5 stars.,Positive,Complaint,Finance,annotated,0.87
TXT-1634,The product exceeded my expectations. Absolutely love it! 5 stars.,Positive,Greeting,Sports,annotated,0.82
TXT-1635,The app is intuitive and works perfectly without any bugs. Great!,Positive,Inquiry,Health,annotated,0.82
TXT-1636,Fast delivery and excellent packaging. Will buy again.,Positive,Inquiry,Sports,annotated,0.91
TXT-1637,Fast delivery and excellent packaging. Will buy again. Loved it!,Positive,Inquiry,Health,annotated,0.88
TXT-1638,Order was processed and shipped on time.,Neutral,Complaint,Technology,annotated,0.85
TXT-1639,Delivery was on schedule. No issues with the order.,Neutral,Complaint,Entertainment,annotated,0.82
TXT-1640,Very happy with this purchase. Works like a charm. 5 stars.,Positive,Inquiry,Technology,annotated,0.96
TXT-1641,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Complaint,Health,annotated,0.79
TXT-1642,The product is functional and serves its purpose.,Neutral,Complaint,Entertainment,annotated,0.88
TXT-1643,I regret buying this. Total disappointment.,Negative,Request,Entertainment,annotated,0.85
TXT-1644,Fast delivery and excellent packaging. Will buy again. Great!,Positive,Complaint,Sports,annotated,0.91
TXT-1645,The app is intuitive and works perfectly without any bugs. Great!,Positive,Complaint,Sports,annotated,0.93
TXT-1646,The product arrived on the expected delivery date.,Neutral,Greeting,Sports,annotated,0.96
TXT-1647,Package was sealed properly. Contents were as listed.,Neutral,Complaint,Entertainment,annotated,0.85
TXT-1648,The product exceeded my expectations. Absolutely love it! 5 stars.,Positive,Request,Technology,annotated,0.82
TXT-1649,I regret buying this. Total disappointment.,Negative,Greeting,Entertainment,annotated,0.88
TXT-1650,Terrible product. Stopped working after just two days.,Negative,Request,Sports,annotated,0.82
TXT-1651,Loved the packaging and the product quality is fantastic.,Positive,Complaint,Health,annotated,0.9
TXT-1652,Wonderful experience overall. Will definitely order again. Great!,Positive,Greeting,Health,annotated,0.95
TXT-1653,I regret buying this. Total disappointment. Zero stars.,Negative,Complaint,Technology,annotated,0.85
TXT-1654,I regret buying this. Total disappointment. Very bad.,Negative,Inquiry,Entertainment,annotated,0.9
TXT-1655,Customer service was incredibly helpful and resolved my issue quickly.,Positive,Feedback,Sports,annotated,0.96
TXT-1656,Great value for money. The product is exactly as described.,Positive,Inquiry,Finance,annotated,0.95
TXT-1657,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Inquiry,Health,annotated,0.91
TXT-1658,Nothing remarkable but no complaints either.,Neutral,Greeting,Health,annotated,0.82
TXT-1659,Best purchase I have made this year. Truly outstanding.,Positive,Inquiry,Finance,annotated,0.87
TXT-1660,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Health,annotated,0.96
TXT-1661,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Greeting,Entertainment,annotated,0.91
TXT-1662,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Inquiry,Entertainment,annotated,0.91
TXT-1663,Decent product at a reasonable price.,Neutral,Complaint,Sports,annotated,0.87
TXT-1664,The item matches the product description provided.,Neutral,Inquiry,Finance,annotated,0.88
TXT-1665,Very happy with this purchase. Works like a charm. Great!,Positive,Inquiry,Sports,annotated,0.79
TXT-1666,Top notch quality and super fast shipping. Would recommend.,Positive,Feedback,Entertainment,annotated,0.9
TXT-1667,I am impressed with the performance. Worth every rupee. 5 stars.,Positive,Feedback,Sports,annotated,0.9
TXT-1668,The item matches the product description provided.,Neutral,Complaint,Sports,annotated,0.93
TXT-1669,Loved the packaging and the product quality is fantastic. Great!,Positive,Inquiry,Technology,annotated,0.95
TXT-1670,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Request,Entertainment,annotated,0.88
TXT-1671,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Feedback,Sports,annotated,0.95
TXT-1672,Amazing quality for the price. Highly recommend to everyone. Would recommend.,Positive,Complaint,Health,annotated,0.93
TXT-1673,The product exceeded my expectations. Absolutely love it! Great!,Positive,Complaint,Entertainment,annotated,0.79
TXT-1674,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Request,Finance,annotated,0.96
TXT-1675,Awful smell and bad material. Returned immediately. Avoid.,Negative,Complaint,Finance,annotated,0.91
TXT-1676,Poor quality. The stitching came apart within a week. Avoid.,Negative,Inquiry,Health,annotated,0.93
TXT-1677,Top notch quality and super fast shipping. Loved it!,Positive,Greeting,Finance,annotated,0.79
TXT-1678,"It does what it says. Nothing more, nothing less.",Neutral,Complaint,Finance,annotated,0.88
TXT-1679,Fell apart on the first use. Very poor craftsmanship. Avoid.,Negative,Complaint,Finance,annotated,0.85
TXT-1680,Extremely slow delivery. Took three weeks for a local order. Very bad.,Negative,Inquiry,Health,annotated,0.79
TXT-1681,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Feedback,Finance,annotated,0.79
TXT-1682,Superb build quality and very easy to set up.,Positive,Complaint,Technology,annotated,0.82
TXT-1683,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Inquiry,Entertainment,annotated,0.88
TXT-1684,Extremely slow delivery. Took three weeks for a local order. Avoid.,Negative,Greeting,Sports,annotated,0.79
TXT-1685,"Product is okay. Not great, not bad.",Neutral,Complaint,Entertainment,annotated,0.88
TXT-1686,I am impressed with the performance. Worth every rupee. Loved it!,Positive,Feedback,Finance,annotated,0.87
TXT-1687,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Feedback,Finance,annotated,0.91
TXT-1688,Fell apart on the first use. Very poor craftsmanship.,Negative,Complaint,Sports,annotated,0.88
TXT-1689,Works as expected. Average experience.,Neutral,Complaint,Finance,annotated,0.9
TXT-1690,The product is functional and serves its purpose.,Neutral,Greeting,Health,annotated,0.82
TXT-1691,Delivery was on schedule. No issues with the order.,Neutral,Request,Finance,annotated,0.87
TXT-1692,The app is intuitive and works perfectly without any bugs. 5 stars.,Positive,Request,Sports,annotated,0.87
TXT-1693,The description is misleading. Product is much smaller than shown. Avoid.,Negative,Request,Entertainment,annotated,0.9
TXT-1694,Awful smell and bad material. Returned immediately. Very bad.,Negative,Inquiry,Finance,annotated,0.88
TXT-1695,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Inquiry,Health,annotated,0.82
TXT-1696,Extremely slow delivery. Took three weeks for a local order.,Negative,Inquiry,Health,annotated,0.9
TXT-1697,Best purchase I have made this year. Truly outstanding.,Positive,Inquiry,Technology,annotated,0.85
TXT-1698,Order was processed and shipped on time.,Neutral,Greeting,Health,annotated,0.95
TXT-1699,Amazing quality for the price. Highly recommend to everyone.,Positive,Request,Entertainment,annotated,0.91
TXT-1700,I regret buying this. Total disappointment. Avoid.,Negative,Request,Sports,annotated,0.82
TXT-1701,Extremely slow delivery. Took three weeks for a local order.,Negative,Request,Health,annotated,0.79
TXT-1702,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Inquiry,Sports,annotated,0.91
TXT-1703,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Feedback,Technology,annotated,0.85
TXT-1704,Worst purchase ever. Complete waste of money. Very bad.,Negative,Inquiry,Technology,annotated,0.96
TXT-1705,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Technology,annotated,0.85
TXT-1706,Superb build quality and very easy to set up. Loved it!,Positive,Inquiry,Health,annotated,0.79
TXT-1707,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Inquiry,Entertainment,annotated,0.96
TXT-1708,Customer service was incredibly helpful and resolved my issue quickly.,Positive,Complaint,Health,annotated,0.96
TXT-1709,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Request,Entertainment,annotated,0.82
TXT-1710,Very happy with this purchase. Works like a charm. Great!,Positive,Greeting,Finance,annotated,0.95
TXT-1711,Fell apart on the first use. Very poor craftsmanship.,Negative,Inquiry,Finance,annotated,0.88
TXT-1712,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Greeting,Entertainment,annotated,0.87
TXT-1713,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Feedback,Technology,annotated,0.95
TXT-1714,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Request,Finance,annotated,0.82
TXT-1715,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Technology,annotated,0.95
TXT-1716,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Inquiry,Health,annotated,0.9
TXT-1717,Top notch quality and super fast shipping. Great!,Positive,Feedback,Health,annotated,0.95
TXT-1718,Poor quality. The stitching came apart within a week.,Negative,Request,Entertainment,annotated,0.82
TXT-1719,Worst purchase ever. Complete waste of money. Avoid.,Negative,Complaint,Entertainment,annotated,0.9
TXT-1720,Very happy with this purchase. Works like a charm. Great!,Positive,Inquiry,Health,annotated,0.93
TXT-1721,I am impressed with the performance. Worth every rupee.,Positive,Greeting,Sports,annotated,0.9
TXT-1722,Received the item in perfect condition. Very satisfied. Loved it!,Positive,Complaint,Entertainment,annotated,0.82
TXT-1723,Received the item in perfect condition. Very satisfied. Loved it!,Positive,Complaint,Health,annotated,0.95
TXT-1724,I am impressed with the performance. Worth every rupee. Would recommend.,Positive,Complaint,Finance,annotated,0.96
TXT-1725,Fast delivery and excellent packaging. Will buy again.,Positive,Complaint,Entertainment,annotated,0.93
TXT-1726,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Inquiry,Technology,annotated,0.93
TXT-1727,Highly overpriced for the terrible quality offered.,Negative,Inquiry,Finance,annotated,0.96
TXT-1728,Worst purchase ever. Complete waste of money. Very bad.,Negative,Complaint,Health,annotated,0.95
TXT-1729,Superb build quality and very easy to set up. Great!,Positive,Feedback,Sports,annotated,0.93
TXT-1730,Average quality. Suitable for occasional use.,Neutral,Complaint,Finance,annotated,0.93
TXT-1731,Battery life is horrible. Barely lasts two hours.,Negative,Complaint,Sports,annotated,0.95
TXT-1732,No issues with the order. Standard delivery.,Neutral,Inquiry,Finance,annotated,0.88
TXT-1733,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Inquiry,Entertainment,annotated,0.95
TXT-1734,I regret buying this. Total disappointment. Avoid.,Negative,Inquiry,Entertainment,annotated,0.9
TXT-1735,Top notch quality and super fast shipping. Would recommend.,Positive,Inquiry,Technology,annotated,0.96
TXT-1736,Customer support was rude and unhelpful. Never buying again.,Negative,Request,Entertainment,annotated,0.85
TXT-1737,Works as expected. Average experience.,Neutral,Greeting,Health,annotated,0.88
TXT-1738,No issues with the order. Standard delivery.,Neutral,Request,Sports,annotated,0.9
TXT-1739,Delivery was on schedule. No issues with the order.,Neutral,Complaint,Technology,annotated,0.9
TXT-1740,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Feedback,Sports,annotated,0.79
TXT-1741,I regret buying this. Total disappointment. Zero stars.,Negative,Inquiry,Finance,annotated,0.82
TXT-1742,Highly overpriced for the terrible quality offered.,Negative,Request,Finance,annotated,0.95
TXT-1743,Do not buy this. It is a scam. Very bad.,Negative,Complaint,Finance,annotated,0.82
TXT-1744,No issues with the order. Standard delivery.,Neutral,Feedback,Entertainment,annotated,0.93
TXT-1745,Best purchase I have made this year. Truly outstanding. Great!,Positive,Request,Sports,annotated,0.88
TXT-1746,Received the wrong item and nobody is responding. Very bad.,Negative,Complaint,Technology,annotated,0.79
TXT-1747,Battery life is horrible. Barely lasts two hours. Avoid.,Negative,Request,Finance,annotated,0.82
TXT-1748,Worst purchase ever. Complete waste of money. Zero stars.,Negative,Complaint,Sports,annotated,0.87
TXT-1749,The product exceeded my expectations. Absolutely love it! Great!,Positive,Request,Health,annotated,0.95
TXT-1750,Top notch quality and super fast shipping. Would recommend.,Positive,Request,Technology,annotated,0.88
TXT-1751,The product arrived on the expected delivery date.,Neutral,Complaint,Finance,annotated,0.96
TXT-1752,The product arrived broken and the return process is a nightmare.,Negative,Request,Technology,annotated,0.95
TXT-1753,Package was sealed properly. Contents were as listed.,Neutral,Inquiry,Sports,annotated,0.87
TXT-1754,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Inquiry,Finance,annotated,0.96
TXT-1755,Decent product at a reasonable price.,Neutral,Greeting,Technology,annotated,0.91
TXT-1756,Customer support was rude and unhelpful. Never buying again. Avoid.,Negative,Greeting,Sports,annotated,0.85
TXT-1757,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Feedback,Finance,annotated,0.91
TXT-1758,Great value for money. The product is exactly as described. 5 stars.,Positive,Inquiry,Technology,annotated,0.93
TXT-1759,No issues with the order. Standard delivery.,Neutral,Inquiry,Sports,annotated,0.87
TXT-1760,Received on time. Packaging was intact.,Neutral,Greeting,Technology,annotated,0.91
TXT-1761,Received the item in perfect condition. Very satisfied. 5 stars.,Positive,Complaint,Entertainment,annotated,0.95
TXT-1762,The product exceeded my expectations. Absolutely love it! Great!,Positive,Inquiry,Finance,annotated,0.82
TXT-1763,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Complaint,Technology,annotated,0.88
TXT-1764,Received the item in perfect condition. Very satisfied. Great!,Positive,Feedback,Finance,annotated,0.91
TXT-1765,"Product is okay. Not great, not bad.",Neutral,Inquiry,Technology,annotated,0.85
TXT-1766,Works as expected. Average experience.,Neutral,Inquiry,Technology,annotated,0.93
TXT-1767,Received the item in perfect condition. Very satisfied.,Positive,Feedback,Health,annotated,0.85
TXT-1768,Superb build quality and very easy to set up. Loved it!,Positive,Inquiry,Entertainment,annotated,0.9
TXT-1769,Received the item in perfect condition. Very satisfied. Would recommend.,Positive,Inquiry,Finance,annotated,0.85
TXT-1770,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Inquiry,Technology,annotated,0.79
TXT-1771,Received the item in perfect condition. Very satisfied. 5 stars.,Positive,Request,Finance,annotated,0.91
TXT-1772,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Feedback,Entertainment,annotated,0.85
TXT-1773,The app is intuitive and works perfectly without any bugs. Great!,Positive,Inquiry,Sports,annotated,0.85
TXT-1774,Worst purchase ever. Complete waste of money.,Negative,Greeting,Entertainment,annotated,0.85
TXT-1775,"It does what it says. Nothing more, nothing less.",Neutral,Complaint,Entertainment,annotated,0.96
TXT-1776,The product arrived broken and the return process is a nightmare.,Negative,Feedback,Finance,annotated,0.93
TXT-1777,Wonderful experience overall. Will definitely order again. 5 stars.,Positive,Complaint,Health,annotated,0.95
TXT-1778,The product arrived on the expected delivery date.,Neutral,Greeting,Sports,annotated,0.9
TXT-1779,Received the item in perfect condition. Very satisfied.,Positive,Greeting,Entertainment,annotated,0.88
TXT-1780,Received on time. Packaging was intact.,Neutral,Inquiry,Technology,annotated,0.91
TXT-1781,Nothing remarkable but no complaints either.,Neutral,Feedback,Finance,annotated,0.85
TXT-1782,Received on time. Packaging was intact.,Neutral,Inquiry,Entertainment,annotated,0.82
TXT-1783,Package was sealed properly. Contents were as listed.,Neutral,Inquiry,Health,annotated,0.91
TXT-1784,The description is misleading. Product is much smaller than shown. Avoid.,Negative,Inquiry,Sports,annotated,0.88
TXT-1785,Standard product. Met the basic requirements.,Neutral,Inquiry,Entertainment,annotated,0.91
TXT-1786,Great value for money. The product is exactly as described. 5 stars.,Positive,Feedback,Health,annotated,0.93
TXT-1787,Awful smell and bad material. Returned immediately. Very bad.,Negative,Request,Health,annotated,0.87
TXT-1788,Works as expected. Average experience.,Neutral,Inquiry,Health,annotated,0.91
TXT-1789,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Greeting,Technology,annotated,0.88
TXT-1790,Highly overpriced for the terrible quality offered. Zero stars.,Negative,Greeting,Sports,annotated,0.88
TXT-1791,Superb build quality and very easy to set up. 5 stars.,Positive,Request,Technology,annotated,0.93
TXT-1792,Package was sealed properly. Contents were as listed.,Neutral,Complaint,Finance,annotated,0.95
TXT-1793,Terrible product. Stopped working after just two days. Zero stars.,Negative,Inquiry,Technology,annotated,0.88
TXT-1794,Customer service was incredibly helpful and resolved my issue quickly.,Positive,Inquiry,Finance,annotated,0.87
TXT-1795,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Request,Health,annotated,0.82
TXT-1796,"It does what it says. Nothing more, nothing less.",Neutral,Inquiry,Sports,annotated,0.88
TXT-1797,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Feedback,Entertainment,annotated,0.96
TXT-1798,Great value for money. The product is exactly as described. Loved it!,Positive,Request,Technology,annotated,0.96
TXT-1799,The product arrived broken and the return process is a nightmare.,Negative,Inquiry,Sports,annotated,0.82
TXT-1800,Great value for money. The product is exactly as described. Would recommend.,Positive,Greeting,Sports,annotated,0.87
TXT-1801,Received the wrong item and nobody is responding. Zero stars.,Negative,Complaint,Sports,annotated,0.95
TXT-1802,Received the item in perfect condition. Very satisfied. Great!,Positive,Greeting,Entertainment,annotated,0.96
TXT-1803,"It does what it says. Nothing more, nothing less.",Neutral,Inquiry,Health,annotated,0.87
TXT-1804,Average quality. Suitable for occasional use.,Neutral,Feedback,Sports,annotated,0.95
TXT-1805,Worst purchase ever. Complete waste of money.,Negative,Greeting,Sports,annotated,0.87
TXT-1806,Package was sealed properly. Contents were as listed.,Neutral,Inquiry,Sports,annotated,0.79
TXT-1807,Standard product. Met the basic requirements.,Neutral,Inquiry,Technology,annotated,0.93
TXT-1808,The product arrived on the expected delivery date.,Neutral,Feedback,Sports,annotated,0.87
TXT-1809,Extremely slow delivery. Took three weeks for a local order.,Negative,Feedback,Sports,annotated,0.82
TXT-1810,The description is misleading. Product is much smaller than shown. Avoid.,Negative,Complaint,Sports,annotated,0.9
TXT-1811,Loved the packaging and the product quality is fantastic. Great!,Positive,Request,Entertainment,annotated,0.85
TXT-1812,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Feedback,Health,annotated,0.82
TXT-1813,The product is functional and serves its purpose.,Neutral,Feedback,Technology,annotated,0.95
TXT-1814,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Inquiry,Finance,annotated,0.82
TXT-1815,Delivery was on schedule. No issues with the order.,Neutral,Feedback,Technology,annotated,0.91
TXT-1816,Do not buy this. It is a scam. Zero stars.,Negative,Greeting,Sports,annotated,0.96
TXT-1817,Wonderful experience overall. Will definitely order again. Loved it!,Positive,Inquiry,Entertainment,annotated,0.96
TXT-1818,I regret buying this. Total disappointment. Zero stars.,Negative,Complaint,Technology,annotated,0.91
TXT-1819,Awful smell and bad material. Returned immediately.,Negative,Greeting,Technology,annotated,0.82
TXT-1820,Battery life is horrible. Barely lasts two hours. Zero stars.,Negative,Inquiry,Sports,annotated,0.82
TXT-1821,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Greeting,Sports,annotated,0.87
TXT-1822,I am impressed with the performance. Worth every rupee. 5 stars.,Positive,Complaint,Technology,annotated,0.82
TXT-1823,Wonderful experience overall. Will definitely order again.,Positive,Inquiry,Health,annotated,0.79
TXT-1824,Do not buy this. It is a scam. Zero stars.,Negative,Feedback,Technology,annotated,0.82
TXT-1825,"It does what it says. Nothing more, nothing less.",Neutral,Complaint,Technology,annotated,0.95
TXT-1826,Very disappointed. The item looks nothing like the photos.,Negative,Request,Health,annotated,0.87
TXT-1827,Received on time. Packaging was intact.,Neutral,Inquiry,Finance,annotated,0.82
TXT-1828,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Inquiry,Sports,annotated,0.93
TXT-1829,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Greeting,Finance,annotated,0.95
TXT-1830,Customer service was incredibly helpful and resolved my issue quickly. Loved it!,Positive,Inquiry,Finance,annotated,0.91
TXT-1831,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Greeting,Technology,annotated,0.95
TXT-1832,Decent product at a reasonable price.,Neutral,Complaint,Health,annotated,0.93
TXT-1833,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Feedback,Technology,annotated,0.85
TXT-1834,The item matches the product description provided.,Neutral,Greeting,Finance,annotated,0.91
TXT-1835,Great value for money. The product is exactly as described. Would recommend.,Positive,Complaint,Technology,annotated,0.85
TXT-1836,Worst purchase ever. Complete waste of money. Very bad.,Negative,Complaint,Technology,annotated,0.9
TXT-1837,Poor quality. The stitching came apart within a week. Very bad.,Negative,Greeting,Entertainment,annotated,0.82
TXT-1838,Very happy with this purchase. Works like a charm. 5 stars.,Positive,Request,Health,annotated,0.95
TXT-1839,Nothing remarkable but no complaints either.,Neutral,Feedback,Health,annotated,0.82
TXT-1840,Wonderful experience overall. Will definitely order again. 5 stars.,Positive,Inquiry,Health,annotated,0.79
TXT-1841,Awful smell and bad material. Returned immediately.,Negative,Greeting,Technology,annotated,0.82
TXT-1842,The product arrived broken and the return process is a nightmare. Avoid.,Negative,Complaint,Sports,annotated,0.85
TXT-1843,Decent product at a reasonable price.,Neutral,Inquiry,Technology,annotated,0.82
TXT-1844,I regret buying this. Total disappointment. Very bad.,Negative,Feedback,Finance,annotated,0.87
TXT-1845,The product arrived broken and the return process is a nightmare.,Negative,Request,Entertainment,annotated,0.9
TXT-1846,Average quality. Suitable for occasional use.,Neutral,Complaint,Health,annotated,0.88
TXT-1847,The product exceeded my expectations. Absolutely love it! 5 stars.,Positive,Feedback,Sports,annotated,0.91
TXT-1848,Poor quality. The stitching came apart within a week.,Negative,Greeting,Technology,annotated,0.82
TXT-1849,The item matches the product description provided.,Neutral,Request,Technology,annotated,0.82
TXT-1850,Received on time. Packaging was intact.,Neutral,Feedback,Entertainment,annotated,0.82
TXT-1851,Amazing quality for the price. Highly recommend to everyone. Loved it!,Positive,Greeting,Entertainment,annotated,0.87
TXT-1852,The product arrived on the expected delivery date.,Neutral,Request,Technology,annotated,0.93
TXT-1853,Best purchase I have made this year. Truly outstanding.,Positive,Inquiry,Sports,annotated,0.95
TXT-1854,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Inquiry,Finance,annotated,0.87
TXT-1855,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Complaint,Sports,annotated,0.85
TXT-1856,Do not buy this. It is a scam. Very bad.,Negative,Feedback,Sports,annotated,0.93
TXT-1857,Works as expected. Average experience.,Neutral,Inquiry,Health,annotated,0.96
TXT-1858,Awful smell and bad material. Returned immediately.,Negative,Inquiry,Entertainment,annotated,0.85
TXT-1859,Awful smell and bad material. Returned immediately.,Negative,Feedback,Finance,annotated,0.85
TXT-1860,Highly overpriced for the terrible quality offered. Very bad.,Negative,Request,Sports,annotated,0.79
TXT-1861,Wonderful experience overall. Will definitely order again.,Positive,Inquiry,Finance,annotated,0.82
TXT-1862,Best purchase I have made this year. Truly outstanding. Great!,Positive,Complaint,Technology,annotated,0.96
TXT-1863,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Inquiry,Technology,annotated,0.9
